Number,Country,Detailed Locations ,Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Type,Main cause,Severity index,flooded area,Affected sq km,peak discharge Q,Peak Water level h,Magnitude (M)**,Centroid X,Centroid Y,Notes and Comments (may include quoted headlines from copyrighted news stories; for internal research purposes only),map of flood extent
143,Italy,Cinque Terre,40842,40848,7,7,0,,flash flood?,Torrential Rain,2,,4696.07,,,4.81786259759479,9.33422,44.4216,"October 26, 2011: ""Rivers of muddy water poured into the narrow cobbled streets and piazzas of the five villages known as the Cinque Terre ('Five Lands'), on a spectacular stretch of the coast of Liguria, earlier this week. The tiny ports of Vernazza and Monterosso, which attract hundreds of thousands of tourists a year, were swamped by hundreds of tonnes of debris and mud. The flooding and mudslides, which killed seven people in Liguria and neighbouring Tuscany, were caused by 20 inches of torrential rain falling in just a few hours on Tuesday and Wednesday. But environmentalists said its impact was made much worse by unchecked construction along the coastline, which lies east of Genoa. ""Italian citizens are having to pay the price for ... overbuilding authorised in at-risk areas,"" the environmental group WWF Italia said. Related ArticlesStorms batter Italy's 'Cinque Terre' 26 Oct 2011 ..Prosecutors announced that they had opened investigations into allegations that the deaths and damage were the result of negligence by local authorities. During a cabinet meeting on Friday, the government in Rome declared a state of emergency for the region and released 65 million euros for the clean-up operation. Around 500 soldiers were drafted in to help with clearance efforts and to search for people still listed as missing, amid fears that the death toll could rise. The floods washed away roads and closed the railway line which connects the five villages, meaning they could only be reached by sea. Cars were piled on top of each other by the force of the water, locals and tourists had to be evacuated by sea, and villages were left without gas, electricity and water. Renata Briano, a local official, said Vernazza had been hit by ""a mountain of mud"". After flying over the area in a helicopter, Altero Mattioli, the infrastructure minister, said: ""When I was environment minister I saw many disasters, but nothing like this. The situation is very difficult."" Police divers located a car that had been swept into the sea but there was no word last night on whether there were bodies inside. 
",
144,Italy,"Salerno, Veneto, southern provinces",40490,40493,4,0,300,,riverine flood,Heavy Rain,2,,18725.85,,,5.17553152721826,11.1382,45.1256,"November 11, 2010: ""Heavy rains are continuing to fall across Italy causing some of the worst flooding in decades.Hardest hit yesterday was the southern province of Salerno where hundreds had to be evacuated from their homes after several rivers burst their banks. Half a million people are reported to be without drinking water.Since Monday numerous regions have been struggling to cope as businesses suffer, transport links are disrupted and schools are closed.Much of the country’s farms are suffering, with crops and livestock lost.One chicken farmer described his helplessness at hearing the frantic cries from his 20,000 flock as the rising waters claimed them – followed by silence!. In the northern province of Veneto it is estimated that damage amounting to 300 million euros has been caused, provoking Prime Minister Silvio Berlusconi to allocate emergency funds to help bolster the local economy.""

.""

",
145,Italy,Central Italy,40168,40174,7,0,500,,,Torrential Rain,1,,40932.75,,,5.45716896300562,12.7554,42.7931,"December 27, 2009: ROME, Dec. 27 (Xinhua) -- Continued heavy rainfall worsened the situation in central Italy after a flood hit the area, leaving more than 500 people homeless, local media reported Saturday. In the last six days, Italy has been struck by heavy rains and a sharp fall in temperature. There have been no victims so far but infrastructure in many areas is completely cut off. The most damaged regions are Tuscany and Liguria, where road and railway connections have been interrupted by mudslides and water. Several flooded areas are still without gas and electricity. In the northern Emilia Romagna region, almost 550 mm of rain have fallen in the past several days, accounting for 40 percent of average annual precipitation. Infrastructure Minister Altero Matteoli on Saturday pledged to file an application for national state of emergency at the next cabinet meeting. Hundreds of firemen, civil defense workers and volunteers were trying to limit the impact of the flooding near the Tuscan towns of Lucca and Pisa, clearing debris and mud on the roads. The northern city of Venice was also hit by the heavy rains, registering a dangerous rise in sea levels."" 

",
146,Italy,"Messina, Sicily",40087,40088,2,22,0,,riverine flood,Torrential Rain,2,,1227.06,,,3.69092579042972,15.733,38.114,Italian government declared a state of emergency after flash floods and mudslides hit the southern town of Messina in Sicily leaving at least 20 dead and 35 missing,
147,Italy,Rome,39793,39797,5,0,0,,riverine flood,Heavy Rain,1,,4904.87,,,4.38959750554621,-155.457,19.6228,"Dec. 17:""""The water was like a rushing river, and it took my home on Wai'anae Valley Road off its foundation,"" she said...The American Red Cross' Hawaii Chapter said yesterday that among the more than 200 homes damaged by floods on O'ahu, three dozen were severely damaged or destroyed. State civil defense said at least 47 homes or other structures suffered major losses, with a preliminary damage estimate of $1.6 million.""",
148,Italy,Venice,39783,39786,4,0,0,,,High Tides,2,,24107.57,,,5.2852434234674,121.769,17.2041,"Dec. 8:""  The death toll from flooding in various parts of Luzon and Mindanao has risen to 18, the National Disaster Coordinating Council (NDCC) said Monday. NDCC said the 18 fatalities included four in Camarines Norte, seven in Cagayan, four in Isabela, and three in Aurora province.At least three were reported injured in Camarines Norte, while seven persons remain missing, including three in Isabela and four in Camarines Norte.The NDCC also said the floods had affected 92,879 families or 444,788 persons in 844 villages in 51 towns.Some 26,929 houses were damaged in Cagayan, Isabela, AUrora, Quezon and Camarines Norte. Of these, 459 were totally destroyed, it noted. Estimated cost of damage were placed at P709.585 million, including P396.541 million to infrastructure and P313.044 million to agriculture."" Dec. 4: ""Twenty-nine people are dead or missing and around 50,000 have been left homeless as widespread flooding hit the eastern seaboard of the Philippines...Heavy monsoon rains this week flooded 48 towns and cities on the eastern coast of the main islands of Luzon and Mindanao, bringing misery to more than 400,000 people"".Dec 2.:""The Provincial Disaster Coordinating Council here reported 13 persons missing as of Monday afternoon due to the floods that hit seven of the 12 towns of Camarines Norte when rains continuously poured on Monday....Earlier in the day, the PDCC reported five persons missing and 1,093 families displaced by floods.The Philippine National Police, however, has placed the number of families displaced and relocated at the evacuation centers at 2,211.""",
149,Italy,Puglia (Apulia) - Bari and Taranto area,38648,38649,2,6,0,,,Heavy rain,1,,1199.3,,,3.3799578293447,16.8435,41.0532,"Torrential rains cause flash floods and landslides. 161 mm rain in 3 hours - more rain than the Apulia region gets in one year. Damage to railways, roads and bridges.
""exceptional climatic event which can only happen once in a hundred years.""",
150,Italy,Salerno Province - Angri,38346,38349,4,0,0,5200000,,Heavy rain,1,,215.291,,,2.93508586633475,14.6179,40.776,$4 million Euros in damages to Angri municipality. A village near Salerno had to be evacuated. 230 ha agricultural land destroyed.,
151,Italy,"Central Italy - Tuscany region - Carrara, Viareggio, Pisa and Lucca.",37887,37888,2,1,30,,,Brief torrential rain,1,,1854.41,,,3.56923575624484,10.3811,43.9155,10 inches of rain on September 22 on Carrara city.,
152,Italy,Northeastern Friuli region - Val Canale near Udine. Ugovizza ,37862,37863,2,2,300,,riverine flood,Heavy rain,1,,1114.78,,,3.34821916420224,13.2272,46.0812,"Floods and mudslides after weeks of dry heat.""it would probably cost around a billion euros to repair the damage done to homes and property""",
153,Italy,"Southern Italy - Regions: Puglia, Abruzzo and Molise.",37646,37648,3,1,1000,,riverine flood,Heavy rain,1,,28756,,,4.93584972965916,15.9205,41.3473,Widespread damage across southern Italy from floods and landslides.,
154,Italy,Elba Island - northern part of island,37503,37505,3,0,1200,,,Heavy rain,1,,90.1132,,,2.43190966686711,10.4002,42.8283,"""...meteorologists recorded 133 litres of rain per square meter in only 18 hours. The entire northern part of the popular tourist island was hit by heavy flooding. Floodwaters swept away vehicles and sections of highway and dozens of vehicles were still floating early Thursday alongside pleasure boats in Marina di Campo bay.  ""CAUSE:Rain",
155,Italy, Naples ,37148,37149,2,2,0,,flash flood,Brief torrential rain,1,,69.4003,,,2.14239134346845,14.2544,40.8829,"""Rome issued a 23-million-dollar aid package to help those affected by exceptional rains that led to the collapse of major public and private buildings and general infrastructure."" CAUSE:Fierce rainstorms",
156,Italy,"Northwest Italy between Genoa and San Remo - Imperia province. Liguria region: Savona and Ventimiglia. Val D'Aosta, Alassio. Rivers: Po, Secchia and Oglio.",36835,36837,3,3,30,,,Heavy rain,1,,23851.47,,,4.8546364051069,7.74033,44.8503,"""Four people were killed as heavy rains and strong winds swept across northern Italy, causing floods and landslides, and forcing scores of people to evacuate their homes."" CAUSE:Heavy rains ",
157,Italy,"Italy - Regions: Valle D'Aosta, Piedmont, Liguria. Towns: San Rocco al Porto, Turin, Pavia, Cremona, San Benedetto Po, Parma, Piacenza. Rivers: Po and Ticino. -- Switzerland - Valais canton, village of Gondo; Locarno, Lake Maggiore area, Martigny.",36813,36821,9,37,43000,50000000,flash flood,Brief torrential rain,2,,44552.5,,,5.90414458397546,8.74789,45.5709,"""Italy hurried more than 15,000 people from the path of two raging rivers Tuesday as flood waters that wreaked death in Alpine towns bore down on the medieval villages and cities of the northern Italian plains. "" -- 'This is the Po's worst flood we've ever had"" FATALITIES: Italy: 25 -- Switz: 12 DISPLACED: Italy: 43,000 CAUSE:Five days of torrential rains causing flooding and mudslides 

Italy: highest levels on Po River ""at least a half- century"" -- Switzerland: ""damage has exceeded that from 1993 flooding""",
158,Italy,"Campania region - Cervinara, Avellino province, San Martino Valle Caudina, Tivoli, Marche region, Umbria region",36509,36510,2,5,300,,,Heavy rain,1,,30829.03,,,4.78998985602868,14.1524,42.6196,Flooding and landslides.,
159,Italy,"Compania region - Naples, Sarno, Siano, Quindici, Bracigliano",35916,35922,7,148,3463, ,landslide,Heavy rain,1,,17721.98,,,5.09361028211584,12.982,41.6911,Flooding and mudslides.,
160,Italy,"Lombardy Region - Como, Lezzeno
South Tyrol Region",35607,35610,4,2,700,,,Heavy rain,1,,17109.34,,,4.83529324809954,10.0135,45.9922,"Hundreds of homes destroyed, thousands of hectares of crops flooded.  Flooding and landslides.  200 homes swept away in Lai Chau.",
161,Italy,"Provinces: Guizhou, Guangdong (Yanxi, Yanjiang, Daling)",35235,35239,5,17,300,,flash flood,Heavy rain,1,,66764.81,,,5.52351762175617,10.8096,44.2003,"20 in rainfall in Yangi. 2,000 hectares of farmland flooded.",
162,Italy,"Piemonte Region Provinces: Cuneo, Asti, Turin",34813,34819,7,3,0,,,Rain and snowmelt,1,,24761.82,,,5.23888060228917,7.32512,44.9518,,
163,Italy,"Northern Regions: Piedmont, Cuneo, Liguria, Tuscany, Piacenza ",34639,34648,10,83,10308,4000000000,riverine flood,Heavy rain,2,,90174.15,,,6.25611205292497,10.2403,45.2087,Half of the farmland in the area no longer fit for cultivation.,
164,Italy,"Parma, Livorno",34579,34580,2,3,0,,,Torrential rain,1,,30590.88,,,4.78662196606635,10.8528,43.7041,,
165,Italy,"Tuscany - Poggio a Caiano, Florence",33908,33908,1,0,1000,,riverine flood,Heavy rain,1,,3332.49,,,3.52276885487469,11.14,43.6735,3 ft of water in the streets of Poggio a Caiano.,
166,Italy,Genoa,33875,33875,1,2,0,,riverine flood,Heavy rain,1,,4076.56,,,3.61029383878004,8.93857,44.5004,,
167,Italy,Brescia Province,33697,33699,3,32,0,,,Heavy rain,1,,7026.51,,,4.3238609233962,10.5657,45.3963,"Strong southeastly winds pushing the waters of the Adriatic Sea into the lagoons, raising the water level in Venice.",
168,Italy,"Sicily, Tuscany, Venice",33524,33526,3,17,0,,,Heavy rain,1,,52843.96,,,5.20011660987161,14.0174,37.4429,"Cracks in dikes in Sicily and near Pisa, in Tuscany, forced some evacuations.",
169,Italy,Italy - Valtellina Valley village of Tartano in Lombardy Region. area stretching from Bergamo east of Milan to Bolzano. -- Flooding also reported in southern Switzerland and Austria ,31970,31979,10,20,300,800000000,landslide,Heavy rain,1,,4687.42,,,4.67093386871337,9.9383,45.7794,,
170,Latvia,Whole country,40264,40268,5,0,0,,,Snowmelt,1,,79653.48,,,5.60017475888349,24.7977,56.652,"March 31, 2010: "" It was obvious to all that the snowiest winter in nearly a century would bring spring floods, and as the thermometer continues to remain above freezing temperature, Latvia is now facing the harsh reality from one end of the country to another.Throughout Tuesday reports trickled in hourly about rising waters in villages and towns along the Daugava River and other parts of Latvia. The most serious threat, however, materialized in the Jelgava region, where the Lielupe River was reportedly rising at the rate of an inch or more per hour. Many streets and homes in Jelgava were flooded, though reports indicated that residents refused to evacuate.Meanwhile, Fire and Rescue Service workers began evacuating residents in the Glūda district (Jelgava region), while Latvenergo issued warnings to all Latvians to exercise caution if their homes are threatened with flood. Elsewhere, 30 houses in Līvāni were under risk of becoming inundated as of Tuesday, while in Kuldiga reports indicated that the water level reached the maximum level. No damage estimates are available yet.Spring floods are not unusual in Latvia, which has three large hydroelectric dams generate that produce surplus energy during the season due to rising water levels. This year, however, nature’s blessing is shaping up to be a curse given that, according to one report in February, the country saw the most intense snowfall since 1909 and the coldest winter in decades.The temperature, in fact, remained below freezing for nearly two months straight, turning rivers and lakes into long sheets of ice. But in many parts rivers are still frozen, which is blocking the flow of snowmelt. The problem is occurring throughout Eastern Europe, and Belarusian media reported Tuesday that officials there began dynamiting the West Dvina River to unclog the passage of runoff. Meanwhile Lithuania is also dealing with numerous floods along the Neris and Nemunas rivers..""
",
171,Lithuania,"Silute, Klaipeda and Kretinga districts and the Pagegiai municipality. Silute district. Rivers: Minija, Nemunas",37283,37289,7,0,0,,,Snowmelt,1,,2866.26,,,4.30241362295059,21.5702,55.4566,"""In the region around Panemune, Lithuania the Nemunas River rose 1.31 meters over a 24-hour period, in large part due to run-off from banks. Natural ice dams had left large amounts of ice on the banks of the river there."" Feb1 ""The number of flooded farmsteads has grown from 80 to 145 over the past 24 hours, with 422 people living in the flooded houses""CAUSE:Snowmelt",
172,Macedonia,City of Tetovo and Polog Region of north-western Macedonia,42219,42221,3,4,0,,,Torrential Rain,1,,5957.41,,,4.2521787447984,21.1907,41.7575,"August 4, 2015: ""Macedonia – At Least 4 Dead in Tetovo Floods.  BY RICHARD DAVIES. Strong winds and heavy rainfall in the Polog Region of north-western Macedonia, yesterday, 03 August 2015, caused the Pena and Porojska rivers to overflow, as well as flash flooding and storm damage.The worst affected areas are Tetovo city and municipality, and surrounding areas. Roads and buildings have been damaged, particularly in Shipkovica and Golema Rechica, according to ECHO.The city of Tetovo is located in the foothills of Šar Mountain and divided by the Pena River, making it vulnerable to both storm run-off and river flooding. The storms and floods have been described as the worst to hit the area in over a decade.A local observer told us that much of the damage in Shipkovica was a result of landslides from the Šar Mountain. There is also some anger amongst residents of Tetovo towards the city’s authorities, who they blame for worsening the flooding by not clearing garbage from the Pena river that runs through the city.State broadcaster MTV reported earlier today that at least four people have died and 12 injured. Some reports say that between five and ten people have died. Further rainfall is expected over the next 24 hours.
Associated Press report that regional officials said that at least seven villages in the region had lost road access because of mudslides, while the storm had also cause a bridge collapse and the overnight closure of the road to neighboring Kosovo.According to AFP, Prime Minister Nikola Gruevski and Tetovo mayor Teuta Arifi visited the area on Monday. Later Gruevski called an emergency session of his cabinet to discuss the damage.",
173,Macedonia, Northern town of Kumanovo,41330,41337,8,1,1200,,riverine flood,Heavy Rain,1,,3700.4,,,4.47133865927604,21.5776,42.0408,"February 26, 2013: ""Macedonia flooding kills 1, leaves homes inundated...SKOPJE, Macedonia (AP) -- Extensive flooding has hit Macedonia after three days of heavy rain, leaving one man dead, bridges wiped out and homes and fields inundated Tuesday.Police said a 51-year-old man drowned in the northern town of Kumanovo after being swept away Monday while trying to cross a river. His body was discovered Tuesday by rescue crews in the mountainous Balkan nation.Roughly 300 homes were flooded in the village of Josifovo, 100 kilometers (60 miles) south of the capital of Skopje. Hundreds more houses and commercial buildings were inundated in the southern village of Dabile, where the fire brigade was evacuating elderly residents.The central Pistica dam was described as being in a ""critical"" situation, with authorities concerned it could collapse. Nearby, thousands of hectares (acres) of fields were flooded and 20,000 people were without electricity in the town of Sveti Nikole, the National Crisis Management Center said.A swollen river swept away two bridges in the central part of the country, stranding a village of 1,500 people, while rockslides in several parts of eastern Macedonia blocked roads. Authorities also urged the 40,000 residents in the central town of Stip not to drink tap water due to the contamination of wells by floods.Meteorologists said the rain would not stop until Thursday.",
174,Macedonia,"Bogovinje, Jegunovce, Dzepciste, Strumica, Gevgelija, Kocani, and Bogdanci, Tetovo, Povardarije, Pollog.",38142,38145,4,0,2400,3600000,riverine flood,Heavy rain,1,,14374.15,,,4.75964216390883,21.2685,42.0117,Four days of heavy rains. 600 families evacuated in southern part of country. Bridges destroyed. Agricultural damages.,
175,Macedonia,"Northeastern Macedonia - Orizare, Shkup Skopje. Kumanovo. ",37629,37631,3,0,0,,riverine flood,Heavy rain,1,,878.617,,,3.42092085671608,21.6243,42.0601,Two rivers overflow and damage 500 houses,
176,Macedonia,"River Trkanja between Valandovo and Strumica. Luda Mara River near Kavadarci and Negotino. Vardar river in Raotince, Tetovo region. ",37539,37545,7,0,0,,,Heavy rain,1,,8020.61,,,4.74930543941558,22.2186,41.5767,"""Flowed rivers, destroyed bridges, flooded villages, disconnected roads, non-reaped crops from the fields is the resulted of the heavy rains that constantly falls for one week in the eastern Macedonia, ""CAUSE:Rain",
177,Moldava,28 of 40 provinces.,35617,35640,24,9,20000,268000000,,Heavy rain,1,,28960.87,,,5.84202284587083,28.3179,47.2508,,
178,Moldova,"Central region of Keleras, Chisinau suburbs",37770,37772,3,3,0,,,Heavy rain,1,,3901.12,,,4.06831056430761,28.6068,47.3811,"The storm destroyed dozens of houses, devastated many acres of farmland and left some towns and villages without electricity. A dam break in the Chisinau suburbs. ",
179,Moldova,"Regions: Telenesht, Arkhei, Strasheny, Khenchesht, Chemeshlia",34570,34575,6,47,1300,75000000,riverine flood,Heavy rain,1,,33681.92,,,5.3055480903858,28.4296,46.9737,"Flooding and mudslides.  300 houses destroyed, 3,000 severely damaged.  35,000 hectares of vineyards and orchards in central Moldova flooded.  86,000 acres of crops ruined, 70,000 hens drowned, and 120 cattle and 1,000 pigs died.
",
180,Moldovo,"Western border, Moldova, Prut River",40364,40366,3,0,2000,,riverine flood,Heavy Rain,1,,12206.49,,,4.5637120543911,27.9665,46.8243,"July 7, 2010: ""CHISINAU, Moldova - Moldovan officials say over 2,000 people have been evacuated after the river Prut on the western border overflowed its banks.In the village of Nemteni, about 100 houses were destroyed by the flooding. The mayor Gheorghe Mardari says the situation is ""critical.""Emergency workers are trying to build a new dike to protect the remaining houses.In the neighbouring village of Cotul Morii, 2,000 people have been evacuated.Prime minister Vlad Filat has visited the area on Wednesday and has promised support.Specialists say the level of the river Prut will continue to grow in the incoming days.""
",
181,Montenegro,Mojkovac,33918,33923,6,0,0,,,Heavy rain,1,,1276.97,,,3.88433194483774,19.6623,42.9307,Flooding of the Tara River caused damage to the Mojkavac Dam.  The dam prevents large amounts of highly toxic waste from endangering people and the environment. ,
182,Montenegro,"Kolasin, Mojkovac, Bijelo Polje, Savnik, Berani, Niksic, Pluzani, Danilovgrad",33883,33895,13,6,6140,,,Heavy rain,1,,14385.39,,,5.2718649927808,19.3521,42.701,,
183,Netherlands,Delftland and The Haque region,36050,36052,3,,,530000,riverne flood,heavy rain,,,,,,,,,,
184,Netherlands,Limburg and Gelderland provinces,34324,34334,11,1,8000,53000,flash flood,,,17000 ha,,3120m3/s,4600cm+NAP (Borgaren),,,,,
185,Netherlands,Groningen,33828,33828,1,,,27600,riverme flood,,,,,,,,,,,
186,Norway,"Counties of Hedmark, Oppland, Buskerud and Telemark",41416,41422,7,0,500,,,Heavy Rain and Snowmelt,1.5,,28071.86,,,5.46946048836894,10.478,61.2832,"May 23, 2013: Description Nearly 300 homeowners were evacuated during the night, as were others farther south in Eidsvoll and in several other communities around southern Norway as rain and snowmelt turned rivers and creeks into uncontrollable torrents. In Eidsvoll, northeast of Oslo, around 40 homeowners were told to leave their homes because of fears a dam further upslope would burst. Others were evacuated in the counties of Hedmark, Oppland, Buskerud and Telemark as officials categorized this year’s spring flooding as the worst since 1995, so far.It may get even worse, with more rain predicted and more rapid melting of snow and ice at higher elevations. Instead of beginning to melt slowly at the end of winter, this year’s unusually cold spring kept the snow and ice frozen well into May. When temperatures suddenly soared last week, the annual run-off quickly turned into the gushing torrents now threatening so many areas that emergency crews were struggling to keep up with demand.

The pumping of flooded cellars quickly became a lower priority on Wednesday as crews worked to prevent more damage by trying to divert the deluge. Roads and major highways were blocked and closed all over southern Norway, with the heavily trafficked E6 highway through Gudbrandsdalen closed in several places. The list of closed roads was so long that radio announcers on Norwegian Broadcasting (NRK) referred listeners to the state highway department’s website for the full list that was constantly being updated (external link, in Norwegian: “Stengt” means closed).

State railway NSB and railroad Jernbaneverket were also facing enormous challenges, with tracks washed out in numerous places or covered by mud- and rockslides. Main train routes through Gudbrandsdalen and Osterdalen that connect Oslo and Trondheim had to be shut down and NSB couldn’t provide alternative bus transport because adjacent roads were blocked as well. The Kongsvinger line to Oslo re-opened, however, providing some good news for commuters Thursday morning, but passengers were warned of delays throughout the day. Several long-distance truck drivers had to spend the night in or around Hamar because of highway closures that trapped them where they were, not least because their vehicles are too large to drive on the narrower secondary roads that were being used for detours. In addition to the evacuations in Eidsvoll and Kvam, around 20 homeowners were ordered to leave their homes in Nesbyen and 43 in Nord-Aurdal.

There were reports they may never be allowed to return and will be forced to rebuild in other areas because of the increased incidence of flooding in recent years. Insurance companies were launching a debate over whether other policy holders should be expected to effectively pay for the losses suffered by those who insisted on rebuilding in areas hit by floods just two years ago. Politicians are expected to tackle the issue when the immediate crisis was over."" ""Flooding forces people from homes in Norway
Euro News Thursday 23rd May, 2013

Hundreds of people have been evacuated from their homes after heavy rain caused flooding in southeastern Norway. In Nesbyen, a mudslide reached properties, filling some basements with water. A river overflowed its banks in Kvam, sending water through the centre of the village. Around 250 people had to be evacuated. Roads and rail services have also been affected by the bad weather, including the busy E6 highway, which links Oslo to the Mjosa region and northern parts of the country""",
187,Norway,Central and northern Norway,40702,40707,6,0,0,,,Heavy Rain and Snowmelt,1,,56089.63,,,5.52703382554224,9.65431,62.3574,"June 13, 2011: ""Torrential rains combined with melting snow have caused devastating floods across central Norway, washing away several houses and roads and causing landslides. Spokesman Morten Harangen at the Directorate for Civil Protection and Emergency Planning says the northern part of the country has also been affected, but is more due to high temperatures that have sped up the snow-melting in the mountains.
""



 

",
188,Norway,"Provinces: Soer- and Nor-Troendelag (Aarnes, Follafoss, Flatanger, Guldbergaunet, Meådalen, Haraldreina)",38747,38752,6,1,200,0,,Heavy rain,2,,41523.05,,,5.69747049236974,11.9318,64.1501,"Water levels at 50 yr flood levels.
Country cut in half by floods - community of Vuku in North Trøndelag completely cut off from the outside world.",
189,Norway,"Southern, Eastern, and Central regions",34851,34864,14,1,4000,290000000,riverine flood,Rain and snowmelt,2,,162737.01,,,6.65864436369476,9.00832,60.746,Biggest flood in 100 years.  Lakes rising by 2 cm/hr.,
190,Poland,"Southern Poland - Nowy Sacz and Tarnow regions. Jaslo. Ciezkowice. Podkarpacie region. Annapol. Radhoszcz
Eastern Slovakia - Presov and Kosice regions. Sabinov. Bardejov.",38872,38874,3,0,600,0,riverine flood,Heavy rain,1,,27577.82,,,4.91768118735754,20.9315,49.5049,"Poland - 500 evacuated from town of Jaslo. 10,000 hectares farmland inundated. 1,000 buildings flooded.
Slovakia - heavy rain and unseasonable snow. 40 villages with flood warnings.
",
191,Poland,"Poland - southwestern city of Wroclaw. Lower Silesia, northern Mazurian lake region. Podkarpacie. Central regions of Sandomierz and Kielce. City Tomaszow Mazowiecki. Souteastern city of Rzeszow. Bartoszyce. Braniewo.
Romania - 98 towns and villages in 18 counties in the northwest. Mures region. Hunedoara, Vata de Jos.
Hungary - Szeged
Czech Republic - south Moravia
Slovakia - Tatra Mountains - Poprad, Nove Zamky
Croatia - Sava river valley
Bulgaria - Vidin, Lom, Ruse",38428,38450,23,4,1000,,riverine flood,Snowmelt,1,,673469.24,,,7.19004560058538,21.6586,50.5111,"Poland - Melting snow and continuous rainfall cause flooding throughout Poland. 2 missing. 1,200 buildings flooded around the country. 11,000 hectares of land in southeast inundated.
Romania - 2 dead. hundreds homes, farms and 2,000 hectares farm land inundated
Czech Republic - 1 dead. homes damaged.
Hungary - 94,000 hectares inundated. Danube and Tisza rivers threatening to burst their banks
Slovakia - 1 dead

MODIS observations of high levels on Mures and Koros/Crisu rivers in Romania and Hungary, and high levels on the upper Tisza in Hungary on March 20, 22, 23. Tributaries of Wisla in Poland high on March 22, 23, 29, 31. High levels on Morava river near Bratislava, Czech Republic on March 21, 23, April 3. High levels on Elbe river in Germany near Leipzig on March 21, near Hamburg March 30. Sava river high in Croatia on March 18, 21, 29, April 3. Middle Danube high on March 29, April 3. Lower Danube high April 3, 5",
192,Poland,"Northern Bosnia - Tuzla region. Republika Srpska: Doboj, Bijeljina and Banja Luka regions. Towns: Tuzla, Brcko. Bosna and Spreca rivers Yugoslavia - Serbia Province. Cities/towns: Valjevo, Belgrade. Obnica River Romania - 23 districts have been affected by the floods",37061,37064,4,9,6000,,,Heavy rain,1,,14265.28,,,4.75634029176981,18.4902,44.6998,"""Authorities declared a state of emergency in northeast Bosnia after three days of heavy rains caused floods that have forced the evacuation of hundreds of people,""  Romania -""Some 50,000 hectares of farmland have been flooded and thousands of hectares of crops destroyed by hail. Some 3,600 houses in 140 communities have been damaged. "" FATALITES: Romania: 9  DISPLACED: Bosnia: 3000  Romania: 3000CAUSE:Heavy rains   Romania : 50,000 hectares ",
193,Poland,"Klodzke, Dusznica, Orlickie Mountains, Sudetes, Dusziniki, Szczytna, Polanica, Szalejow, Klodzko, Dolny",35999,36003,5,9,1200,,riverine flood,Heavy rain,1,,13180.01,,,4.81888574410411,19.1174,49.8767,Flash Flood,
194,Poland,"Provinces - Tarnow, Przemysl, Krosno, Krakow, Rzeszow",35905,35911,7,0,1500, ,,Heavy rain,1,,50161.72,,,5.54547045965713,21.4107,50.7686,,
195,Poland,"Klodzko, Opole, Raciborz, Wroclaw, Slubice",35614,35651,38,54,162500,2.3-3.5 billions,riverine flood,Heavy rain,2,665000 ha,34953.58,500 l/(s km2),,6.42430525575652,16.7191,51.0166,,
196,Poland,"Poland - Belsko Biala, Zywiec, Wadowice 
Hungary - Budapest",33452,33456,5,0,0,10400000,,Heavy rain,2,,65817.59,,,5.81834197597015,19.4632,48.5357,Floods worst in Hungary in 37 years.,
197,Poland ,"Malopolska, Swietokrzyskie, Beskid, Sandomierz, Lublin, Dolnoslaskie, Oploskie and Slaskie regions - Towns: Nowy Sacz, Jodlow Tuchowska, Roztoka, Tarnow, Leka, Kielce, Roztoka-Brzeziny, Cracow, Makow Podhalanski, Upper Silesia, Budzow, Polaniec, Mielec, Sandomierz, Zalesie Gorzyckie, Zlota, Ujscie Kamiennej, Kamien, Kepa Gostebcka and Kepa Solecka. Rivers: Biala, Oder, Vistula, Paleczka, Czarna, San.",37092,37106,15,30,16000,250000000,flash flood,Brief torrential rain,1,,47892.63,,,5.85635994581901,20.8369,49.7291,"July 27 ""the flood threat was shifting from streams and rivers leaving the Tatra Mountains on Poland's southern border to waterlogged plains where rivers are held in by dikes and channels."" July 29 ""The high level of the Vistula has not changed for two days, the dikes are water-saturated and the people are exhausted"" 
""worst since 1997""
Dike breaches on Vistula River at: Kamien, Zalesie Gorzyckie and Zlota, Ujscie Kamiennej.
CAUSE:Torrential rain storms   More than 5,000 hectares near Sandomierz",
198,Poland ,Gdansk-Wrzeszcz city. Radunia river ,37082,37082,1,4,650,50000000,,Brief torrential rain,1,,1362.89,,,3.13446080497566,18.5736,54.2845,"""Some 650 people were evacuated from their homes in flooded areas of Gdansk, and the government was considering diverting the waters of the Radunia river to keep it from overflowing its banks"" CAUSE:Torrential rains  along Poland's Baltic coast cause flash flood",
199,Poland ,"Malopolska district. towns of Mstow, Klomnice and Kruszyna",37003,37007,5,0,0,,,Heavy rain,1,,3118.43,,,4.19290600414054,19.17,50.7963,"""Heavy rainfall has caused rivers and streams in southern Poland to break their banks, inundating several thousand hectares of land"" 
CAUSE:Heavy rainfall  ""several thousand hectares of land"" inundated 
Levels far below 1997 floods ",
